H_Altitude,V0_Airspeed,Sigma_Wx,L_Wx_Scale,Target_Yaw,ie_beta,ie_x,ie_y,qe,ic_beta,ic_x,ic_y
1252.0409481290085,111.0,2.8,362.40281732460494,2.0,0.8183528994207452,2.6899819465506707,3.1548613549462905,-0.0388051832986543,-0.9321434194360748,-0.9857349760666743,1.1438531749566645
868.9129899996819,111.0,2.8,206.12627678674653,2.0,0.03592087734131601,0.9123768489847504,1.2033811154796792,-0.16233812461507985,0.005580661972441105,1.70251339973522,-0.9153060459636331
1468.388730429764,111.0,2.8,404.4681898282563,2.0,1.4338350855325253,0.42356117695139406,3.6800735071835136,0.5727371469108196,-1.7521532701179707,-1.599835785140465,2.796374181022899
911.5879898987799,111.0,2.8,404.62281533175405,2.0,-0.5557301859889865,1.4406983999489158,3.683646660612268,-0.7585360288498476,1.0330829155286723,-1.6026989487664203,-0.36556383376067103
1392.2410245029341,111.0,2.8,332.1686858327612,2.0,1.432979276279326,1.3976730542027787,2.778972788960555,0.504373695057611,-1.8210822945859069,-0.4333646837178136,1.4080518685705243
1375.509716133161,111.0,2.8,376.4665886823211,2.0,1.2040562402279569,1.5889066964547278,3.332248085943835,0.30707808431208,-1.4610096132091794,-1.2161077591011618,1.9074543503270953
1207.7796799826585,111.0,2.8,410.2799246285418,2.0,0.4791600910011061,2.8998905267652346,3.7541569058699644,-0.3050245264597193,-0.4110182846668546,-1.666836648979055,1.367734220903183
1080.9510094261914,111.0,2.8,254.35170516076988,2.0,0.6122679374437549,2.8560435275430285,1.8041986237939105,-0.08524468488778977,-0.7528877477399839,1.0390779868363007,-0.34601979010958295
1081.2434179600561,111.0,2.8,451.3632635559598,2.0,-0.1251482927769829,2.8595077527350137,4.267215824026527,-0.6994577034721409,0.4765093845913213,-1.9682482914116028,0.8914111423145974
1329.6623741836297,111.0,2.8,223.07566905661784,2.0,1.6152019761037546,2.075675981369321,1.41343545522656,0.6312207713534539,-2.19099038857358,1.5074144861006873,-0.13411213657143933
851.5784436616887,111.0,2.8,236.6070276889821,2.0,-0.13868690506103645,0.6880923572223012,1.5820386442793821,-0.2612893062236465,0.28310323568167595,1.319525627113075,-0.9002022650242542
809.5921141576076,111.0,2.8,203.87793920225707,2.0,-0.16613527729981656,0.12985996414574733,1.1730034376933816,-0.16911065219576318,0.289245581571581,1.7259950315569696,-0.9903171755180805
1308.2618834109041,111.0,2.8,166.67336885377128,2.0,1.753248120640252,2.2734859473297915,0.7072512537952886,0.7382989354544837,-2.437518783003585,1.9725454219596203,-0.8101286600711126
1490.5809336407506,111.0,2.8,368.32392788011464,2.0,1.6492023449405173,0.12642330632294013,3.228483328689438,0.7783842923754154,-2.0889882618660494,-1.0827291178692118,2.3650907659099705
1400.861188705636,111.0,2.8,304.22651762731965,2.0,1.5675856428299073,1.2915926099718291,2.4267684910561997,0.6240089221781068,-2.0390337638485567,0.11557304407392612,1.0679683479186566
1468.2287655664304,111.0,2.8,156.20709735831068,2.0,2.364258404037427,0.4278253347914959,0.5779469348301192,1.3477461012682095,-3.3006641490918858,1.997266487413525,-0.9058672988932269
1333.7237860408977,111.0,2.8,336.2818574232631,2.0,1.2063679655645256,2.035850975547336,2.8288743062294155,0.28931449964886885,-1.503811385546561,-0.5108873052407251,1.2216877360917313
1045.864054566307,111.0,2.8,451.8743686041746,2.0,-0.2547672565909928,2.6772995844822347,4.273148920386837,-0.7585178412623103,0.6562589373105107,-1.9671131469687264,0.6571986088868279
948.7479404903681,111.0,2.8,299.7944729414961,2.0,-0.030585893641584302,1.8552081412481556,2.3749437923983265,-0.3996441030538706,0.19206729530180353,0.20042703534444417,-0.5029270135217844
913.234611106299,111.0,2.8,216.0797105996876,2.0,0.15635864857022938,1.4578863898945895,1.3254214753759304,-0.16704448466320998,-0.1522720321351963,1.5943383396459985,-0.833366745009264
1314.8329788373874,111.0,2.8,441.3652510610996,2.0,0.7452427664317941,2.21578465920326,4.141737429798697,-0.0980245151345143,-0.75293212307908,-1.920924618223703,2.3464881367348536
1376.978714022257,111.0,2.8,246.59672617002138,2.0,1.6979432246013737,1.57365472033364,1.7048035210505055,0.7155005457871886,-2.2816119175616683,1.1656265063029307,0.2455396144340662
848.7859998737379,111.0,2.8,216.2778689153534,2.0,-0.07275252840072265,0.6501094748843959,1.32964062709354,-0.19948031363045635,0.16875083505773492,1.5916889884797465,-0.9272648359402832
1232.288863576604,111.0,2.8,178.91530749320668,2.0,1.436535480216915,2.796712230585118,0.861498511937917,0.48086476535507494,-1.9817835251357188,1.919047205851231,-0.7221298768846975
1275.2106484188405,111.0,2.8,408.4171924313002,2.0,0.7275132503558668,2.5382203736600526,3.730230424523834,-0.11784224990123741,-0.7615317081053258,-1.6442748265468883,1.7408724325737979
1240.7579950718116,111.0,2.8,167.34980368286364,2.0,1.5080036654265834,2.755443004512226,0.7166600437940548,0.541689155023833,-2.094796208137245,1.9724324366228658,-0.8296674116450126
1369.310835035738,111.0,2.8,365.770573142963,2.0,1.2234993244005654,1.6608236315062084,3.1977589605332657,0.317092758193787,-1.4990462826206912,-1.040890000434051,1.7426499412651533
842.9460229793762,111.0,2.8,390.3636342644269,2.0,-0.7459974140730922,0.5755212774081792,3.50380773342418,-0.7457118653520697,1.2857069859122647,-1.4200125220318527,-0.7702171370186475
1304.6585946892462,111.0,2.8,224.6723041231836,2.0,1.5219535546553542,2.3051047552884363,1.4346617673655833,0.5459520621949966,-2.0564567957013713,1.485854474324681,-0.15858532964395303
1204.6909114473256,111.0,2.8,271.9039775857731,2.0,0.987985333859308,2.910180938404395,2.021381349167457,0.12005955849636452,-1.2612157046948642,0.730857013462647,0.10073653526587421
1223.307127349092,111.0,2.8,263.429576861069,2.0,1.0859127896747245,2.8394698252568022,1.9172161521961038,0.1943919721507691,-1.4076002270288803,0.8826693994442737,0.07228988166103167
1408.6453340085236,111.0,2.8,453.30090887227044,2.0,1.0349662785352292,1.1951707798238969,4.2906256757485925,0.18701616089750525,-1.148129583154132,-1.9723684845059264,3.1205293043855495
803.3191168942283,111.0,2.8,269.5435122140866,2.0,-0.43724884742695996,0.04435407587063501,1.9943032104543001,-0.37277747956179763,0.7297100763971502,0.7747295690981678,-0.9909586514999575
1289.9802243093256,111.0,2.8,425.825244229918,2.0,0.7155118668507838,2.4281783507992776,3.947365313806524,-0.12548752911712516,-0.725678703156576,-1.8128446939145897,2.0171180036080183
1363.4832781160635,111.0,2.8,244.6599948066924,2.0,1.6570089931262906,1.7254230789772087,1.6828210233678957,0.6750264539998424,-2.2237278353602754,1.1955233950861202,0.19122952735318877
855.1693851363232,111.0,2.8,219.63059573954456,2.0,-0.06288176457233066,0.7341028269337034,1.3700662204184983,-0.2085178381420166,0.15971921827367416,1.5527639794705996,-0.9137947379427327
1427.9743023996207,111.0,2.8,275.6461062250711,2.0,1.770860722510977,0.9527923815458453,2.0703329163820667,0.8150032915560105,-2.354240904747138,0.660222231413013,0.7622140296296839
1257.8015707794439,111.0,2.8,335.2967049669551,2.0,0.9388575579624818,2.656865863617922,2.8159605797460068,0.06353853374078824,-1.130477680522048,-0.49135972378985726,0.8941801520676337
1047.858997626497,111.0,2.8,298.17959563817436,2.0,0.32908543310888233,2.690990379130073,2.351620473816048,-0.27232078035770546,-0.31347715394510345,0.230963958357542,-0.18187719856026444
1119.3200975963687,111.0,2.8,433.0137125346735,2.0,0.07936189566749344,2.9712117999062846,4.038006925660005,-0.5746231452261711,0.1732852143972181,-1.8678419462218405,1.0184501641341583
1395.1212844989536,111.0,2.8,340.44374066855835,2.0,1.4110737749966455,1.3602991445154384,2.8821669611580254,0.488195192885967,-1.786785478932925,-0.5898557122763372,1.5280574267586222
1428.985076294252,111.0,2.8,434.2147573462053,2.0,1.179448583057446,0.9394026067113428,4.051819477321418,0.32233508512254144,-1.3679207125360155,-1.8790975585186367,2.990894382434068
1197.8269827303366,111.0,2.8,423.59657898954447,2.0,0.3944898416498625,2.9316690644785357,3.9227110070031608,-0.3720515947078074,-0.2796115226579384,-1.7964482346703898,1.4293877938036383
1346.4980288357633,111.0,2.8,237.39833658988317,2.0,1.6232577018305046,1.9073771593305664,1.592861275563223,0.6406836658470905,-2.186519395251216,1.308641010459923,0.06577556622016356
816.7005622322304,111.0,2.8,277.3933762431799,2.0,-0.41766629497092767,0.2220355247304828,2.0940405163700646,-0.39792287434316415,0.712026844126872,0.6306492759948469,-0.9540391758512811
948.8875857344294,111.0,2.8,222.39080158613717,2.0,0.26106238442551505,1.861108144665782,1.4050766975957278,-0.15641863366215156,-0.2935050057141158,1.5150816564283252,-0.7581709117995882
1179.6470460923306,111.0,2.8,187.39522458064516,2.0,1.2155659031838093,2.974931353253974,0.9665699676354857,0.3240007659454356,-1.6635793415157245,1.867108913072224,-0.6828657013785495
926.7640760506735,111.0,2.8,346.8345830328641,2.0,-0.2861481969448986,1.6159784556495802,2.959782908668972,-0.5681656976661775,0.5973778359955699,-0.7068302620170789,-0.44449660932469137
843.9235116463319,111.0,2.8,251.40132565414325,2.0,-0.22357205759772397,0.5874811336281555,1.7690410618999945,-0.30943730232237165,0.41460398614617516,1.0876852633426886,-0.8995565853894861
928.6769055201679,111.0,2.8,270.0232010686891,2.0,0.010141768618426469,1.6370848675434893,2.000052379734987,-0.3233388508361512,0.1074761896055557,0.763258314845775,-0.653136191081941
1385.926294364389,111.0,2.8,232.4787534913919,2.0,1.785368948394294,1.471011017332994,1.5298767300208973,0.7916100863970507,-2.4136853204265707,1.3804217236103289,0.07808032319118548
1237.3466295475778,111.0,2.8,314.42773347618663,2.0,0.946248513752673,2.772355178942405,2.55504145136778,0.07131602877851795,-1.157780428582437,-0.0848618956467271,0.605568155842683
1076.4452614364427,111.0,2.8,332.8378195557835,2.0,0.3022611629096799,2.83736998442503,2.784834465552011,-0.33794235735763534,-0.23864367398376685,-0.4444472435188033,0.12553335370752677
824.9611089626007,111.0,2.8,278.27468421390734,2.0,-0.3910419612185309,0.33555248599368026,2.1028451034370477,-0.39828892516720854,0.6768345758208165,0.6117701537610791,-0.9288357745402255
1317.452037051434,111.0,2.8,185.2950529027455,2.0,1.7156478492968503,2.1917712200493207,0.9403163409833685,0.708717438985699,-2.3671423990999676,1.879619506983874,-0.5919704396652313
866.4608053085893,111.0,2.8,460.18459247812854,2.0,-0.9262394442768697,0.8816925363546516,4.378062293138961,-0.9561042315300154,1.6062533542616129,-1.989967669486735,-0.5398339204247381
896.9734684565119,111.0,2.8,244.17833338610842,2.0,-0.006175082079010897,1.264881718256024,1.6773331072946005,-0.2671337138532831,0.10385708730910279,1.2045197207809442,-0.7976222642518644
995.9315879605281,111.0,2.8,370.2072676893117,2.0,-0.12838133496113124,2.3123590605272097,3.2534559372570304,-0.5711104712934302,0.3954608093011121,-1.1142318866933099,-0.03810108508126031
861.1126178098025,111.0,2.8,423.62576798777815,2.0,-0.8087769897922383,0.8121528794115159,3.9213316246224084,-0.8437460933418748,1.4034729951780107,-1.7960003880095121,-0.6281564664117854
1398.9485977030672,111.0,2.8,331.5126724330391,2.0,1.4600645104718868,1.3144376098593884,2.767959478999717,0.5310793576853247,-1.8590785681858608,-0.4204093886251379,1.427125962844517
1118.544600695083,111.0,2.8,219.76511300556336,2.0,0.8762487037852448,2.969750094121504,1.3717741591686774,0.092157782198354,-1.1557707224202276,1.5510661975367341,-0.503370588097584
1446.3400219632356,111.0,2.8,290.5730350195185,2.0,1.7797763857056603,0.7164090061839585,2.2566068686729834,0.8379582606012953,-2.352298808904092,0.37812850561356576,1.029719120275916
1493.1922785705278,111.0,2.8,425.67124264043946,2.0,1.4421389389088612,0.09138613538452182,3.946662900827433,0.609080471801617,-1.7444134872267645,-1.8134546625103878,3.2638239917696388
1469.8190502253863,111.0,2.8,436.6736912742688,2.0,1.316915914548888,0.40469797867558993,4.084719103856874,0.4770572789321336,-1.5583636624356354,-1.892734440476105,3.2868274863263593
1288.464163888036,111.0,2.8,398.144040576849,2.0,0.8144329844247132,2.4400516137755197,3.6011270794712615,-0.04415825606194462,-0.8921447373000848,-1.5234468867011464,1.7059278543739302
1038.99081579971,111.0,2.8,205.26644926366146,2.0,0.6471212646757812,2.635556760214841,1.1910683143789085,0.0004484717273458281,-0.8476360566169218,1.7121214059438956,-0.7048438301814781
1067.7435841705326,111.0,2.8,241.98173742423887,2.0,0.6121024903197223,2.797710579276636,1.6501514573523848,-0.06563093905074627,-0.7634483002393856,1.2391160044091611,-0.4485234711694911
861.5750259278029,111.0,2.8,321.96029743645,2.0,-0.42448665278092307,0.8189815192685502,2.648339385413546,-0.5250053562761811,0.7671874725308324,-0.23343643233992084,-0.7634807688166207
889.0438734047377,111.0,2.8,400.03120134636333,2.0,-0.6206135279296399,1.1682175577162888,3.6241199887726285,-0.7583202354822626,1.1165408730442437,-1.5460063026387607,-0.5025950632609961
1322.3186134785317,111.0,2.8,240.6129349315053,2.0,1.526482861334448,2.147340880468334,1.6320309432402047,0.5547468976232752,-2.044165370209553,1.2596653564925684,0.0561526872454699
1490.7349286820972,111.0,2.8,167.9301742474034,2.0,2.3984436714400736,0.12332320424163815,0.7251172845994278,1.403158500643586,-3.3408434922861767,1.9689971629120726,-0.7226215964012137
1472.7123025257024,111.0,2.8,356.89295772299954,2.0,1.6263048711755403,0.36524559014075225,3.086730829790226,0.7383311775355921,-2.0714478147144226,-0.8875492354732026,2.1081631297306775
839.5524399823278,111.0,2.8,462.3248822465743,2.0,-1.0271959336094139,0.5269508796628919,4.402700514110626,-0.9716329704666762,1.7547049721912813,-1.9957310915652096,-0.7247631095361844
1174.100507323422,111.0,2.8,401.99900244083324,2.0,0.38979065927442363,2.9804864959421105,3.6504638245762617,-0.36006070047889743,-0.2962155708168771,-1.5730972041340494,1.1034797713448854
880.1210188465628,111.0,2.8,390.4515567415005,2.0,-0.6139505250650201,1.0549418339358585,3.5052363475513424,-0.7303292300452312,1.1019805218224894,-1.4206358242729962,-0.5713117512007515
1437.6664030930713,111.0,2.8,248.92571524873503,2.0,1.9055510147708263,0.8264666270404845,1.7368112229574932,0.9360205223426716,-2.569228051050531,1.1284692629355704,0.4082936008676277
873.624002489164,111.0,2.8,285.81571142740336,2.0,-0.2458312385534729,0.9745463291582721,2.19635818627583,-0.40646006033729015,0.48012219305883214,0.46972101527393845,-0.7754340580000972
1422.793956252363,111.0,2.8,389.9251390078042,2.0,1.3249318149397358,1.0193957671739406,3.4978566739935206,0.43699452150053625,-1.6144714610151714,-1.4134663184581613,2.3349745685465115
1006.6637468245656,111.0,2.8,356.28381009180504,2.0,-0.036486725535936966,2.4009042703194985,3.0781655219588684,-0.5136651200011607,0.25489779940552626,-0.8778934747994033,-0.04744266851926402
1292.821201163092,111.0,2.8,423.5417384404351,2.0,0.7335575935803379,2.404404927174071,3.918764806997056,-0.1097602522806256,-0.7555090576566905,-1.793496812114552,2.01010484766254
1217.3118882160693,111.0,2.8,468.53211191321753,2.0,0.2956923592289612,2.8638657557797718,4.481421240653068,-0.4606653024473483,-0.09561701974609617,-1.9994155317807027,1.966607538731809
986.5778090703062,111.0,2.8,330.11339201497395,2.0,-0.008284506520402055,2.2276404157467438,2.7524502727698623,-0.45587556385414985,0.190742199935755,-0.3942117270737107,-0.24984614674687303
1259.3041953272677,111.0,2.8,201.57097155691548,2.0,1.447113503626053,2.6473843708624623,1.1447331044488658,0.48490667167451457,-1.974584082807537,1.748806710740947,-0.4725840762097346
1231.2247816925164,111.0,2.8,425.4263914614522,2.0,0.5073933677139733,2.803172483402504,3.9426072791145668,-0.2926286414309498,-0.4348722573911065,-1.809883048954811,1.6512344678997475
1462.1900512926682,111.0,2.8,236.64020470258833,2.0,2.0413442917031097,0.5068718691703425,1.5838447523189898,1.0710624670717952,-2.769364219947982,1.3186522249919823,0.2798275549762969
1341.737960539313,111.0,2.8,469.9221286484924,2.0,0.7322310701287436,1.956697895329549,4.497452809851825,-0.10099077556613201,-0.7072996820698071,-1.9997516109151396,2.8693496569351313
1235.1721463263555,111.0,2.8,378.07078586180495,2.0,0.697632141581826,2.7845566203036456,3.351900914444504,-0.13168032026817603,-0.7506167349366388,-1.2384977286152181,1.2168311341609912
1410.3259780633157,111.0,2.8,234.80597741942756,2.0,1.8617466173174193,1.1735656977644426,1.5599289002595613,0.8747743385757122,-2.520909279484882,1.3446269033661682,0.1563115748989131
1085.3681970153666,111.0,2.8,218.237872099274,2.0,0.7636809529960451,2.8748627397507494,1.3542630354881193,0.03548428844006859,-0.9995106605285842,1.5686247178834178,-0.565023637400986
890.7595154189282,111.0,2.8,458.8224241452991,2.0,-0.8330173950322309,1.1884921941934976,4.359583226455845,-0.939988532027524,1.4773183201229243,-1.988541170792759,-0.37303638808829687
1453.4703460382777,111.0,2.8,357.65508244807035,2.0,1.5538325759939193,0.6218087612877368,3.094329162921744,0.6568160794594967,-1.969587565484294,-0.9030654894210116,2.028179427023797
1414.1017894228764,111.0,2.8,236.02173290244792,2.0,1.8725490166596976,1.1281030925237507,1.5770200824711293,0.8883957087909402,-2.533406887471451,1.3264034739969381,0.17973417256265614
837.5561547286727,111.0,2.8,275.56374192752446,2.0,-0.337721195435318,0.5049097319741377,2.0698719476199288,-0.3880450598541894,0.594950035618457,0.664577143770944,-0.8945318276313786
1000.5061204588014,111.0,2.8,326.46535719086995,2.0,0.05608454125074085,2.3491668733435747,2.705601146740046,-0.4289484005762024,0.09930382163846335,-0.32399829762176124,-0.209802578729441
1014.047998126786,111.0,2.8,161.4184406115296,2.0,0.7218133875083366,2.457552127526528,0.6430242983129705,0.10569349060105773,-0.9997373843085935,1.9884340875618798,-0.9452914347248809
1391.932608894544,111.0,2.8,231.02991971632989,2.0,1.8095082698175968,1.3990259145891286,1.5144577918938806,0.8199001510519268,-2.453591485029695,1.4010176140732822,0.07083394569227319
1274.0336473779548,111.0,2.8,364.8618958267565,2.0,0.8878791297010598,2.548487761704848,3.184927837777143,0.014689707848902825,-1.0286436539689021,-1.0266167246203626,1.2750045360237527
1244.953337905785,111.0,2.8,265.97932688816496,2.0,1.1541034580216718,2.7332994175670495,1.9505404510930129,0.24438285400792764,-1.4989447882331657,0.8367338499773745,0.1510444900691448
832.2350712108567,111.0,2.8,231.98325665693713,2.0,-0.1924950433446839,0.43193953814500097,1.5243964775617584,-0.25343825743130927,0.3527547195715699,1.38764931437274,-0.9414083929904545
1173.6133372277502,111.0,2.8,370.55383383357514,2.0,0.507197683247815,2.9821827124980818,3.257792854625555,-0.2619026634301949,-0.4895626796222958,-1.1192021251140174,0.8388715264583659
1057.185788087832,111.0,2.8,330.9192302463213,2.0,0.24032964894450212,2.7417102374497144,2.760565553246783,-0.36115534618177875,-0.15488964478637895,-0.4073656048474035,0.03926528127516667
1237.9028260579812,111.0,2.8,193.61429957868367,2.0,1.400263153894217,2.7689504545394255,1.0456917575009552,0.45052533000036954,-1.9161352744008093,1.8184673882071134,-0.5730722422394547
1129.437777087308,111.0,2.8,175.72173694852899,2.0,1.0802246186430513,2.9861406329228783,0.8205670400481345,0.2538753844657021,-1.4871414842918271,1.935951874537179,-0.8119214897207738
1028.5605096594359,111.0,2.8,237.64950756424577,2.0,0.48858023004212187,2.5649724875470747,1.5953859757725515,-0.1144250120895201,-0.5932076453663189,1.3055465475005081,-0.5528837557482627
1054.5678690233883,111.0,2.8,435.8929177551122,2.0,-0.16393916526287952,2.7281345207497725,4.073278709852383,-0.6944395882443872,0.5106906772314832,-1.8888904735118264,0.6251432292525609
1065.2259659479803,111.0,2.8,342.54647415685184,2.0,0.22639825150606652,2.7839813646023446,2.9062352922881716,-0.38493020270993167,-0.12286047913750897,-0.6287816410706678,0.13953431536859784
1255.2366022535368,111.0,2.8,456.12422507348185,2.0,0.47778952190602547,2.670824176260912,4.328293633912007,-0.32382647365981876,-0.36312735741924324,-1.9821430765185286,2.1093191759133645
1473.322144885779,111.0,2.8,269.0915982116161,2.0,1.957270937064212,0.35905207186094995,1.988212072082976,1.0156419522388775,-2.622634949171298,0.7812043508511191,0.7894549779057107
1373.1702586373553,111.0,2.8,463.64595370438667,2.0,0.8728259691327122,1.6180208679313923,4.420442577787644,0.024293437210848756,-0.9065972651389749,-1.9956100860376538,3.0126350098163934
933.7663691831183,111.0,2.8,312.37978996049696,2.0,-0.13038817616602186,1.6950502826037033,2.529582161011213,-0.4518543326772206,0.3455489056061165,-0.047129165046890784,-0.5170299780231148
1333.2873211041026,111.0,2.8,402.30779699082575,2.0,0.9591821260990863,2.0404039461543872,3.6547696216533376,0.08221539094072927,-1.0884370647959851,-1.5739623050058686,2.0033796987947485
851.922352506879,111.0,2.8,396.9425202428979,2.0,-0.7392921229356396,0.6912034744220589,3.588769500643472,-0.7618606636863837,1.2811663833244573,-1.5069462745721918,-0.7136446054910688
809.7684614493186,111.0,2.8,299.4859209476658,2.0,-0.5255487620129218,0.13299997596953067,2.3691568941182752,-0.4652714039931662,0.8857953742713581,0.20530780867491163,-0.9672454345895262
1174.2710799252118,111.0,2.8,383.370534792399,2.0,0.45993699503795626,2.982022418434636,3.417681034800169,-0.3000624811526719,-0.4125272918312904,-1.317369284737364,0.9504465997808651
1017.9499455771182,111.0,2.8,293.73427571079617,2.0,0.23866224773583544,2.4890547729086867,2.297102703567689,-0.30278085439637425,-0.1903907283689549,0.31758337420984606,-0.2999312024483825
1204.386308293622,111.0,2.8,392.71762041171377,2.0,0.5333612910227741,2.911491843683454,3.5330976552101343,-0.2601396934209783,-0.5048300922939206,-1.4516882466059495,1.1917522748475722
1448.6200367256056,111.0,2.8,218.65883128340445,2.0,2.060086595663575,0.6866525152558153,1.356204020016948,1.0717562307974926,-2.8135534692609916,1.5635105089534893,-0.004966204658270873
1005.7419894098045,111.0,2.8,313.77120146233324,2.0,0.11981239777645215,2.3932509111837086,2.5459426439844397,-0.38112003584994936,-0.006054570687875432,-0.07149988178997656,-0.24760816965411542
1294.5118743774108,111.0,2.8,386.3010089900275,2.0,0.8801154204817455,2.3895133537673767,3.4545665875800147,0.010531656986149936,-0.9958810953997003,-1.3625308765587811,1.6089684196678673
1112.196143777605,111.0,2.8,335.38394263392894,2.0,0.4183211096668387,2.95634363966263,2.8159455839427077,-0.28170759316294136,-0.4014200422204001,-0.4927123047794891,0.2907502863666675
887.5493971594461,111.0,2.8,458.26767879600004,2.0,-0.8432820689818484,1.1474972433250634,4.3539025854682505,-0.9420863381573983,1.4872650225398147,-1.9862522795504436,-0.39800892349429223
1096.209651253147,111.0,2.8,226.0228351814966,2.0,0.7716440649075599,2.915226831645045,1.4499086885520311,0.030851164449975658,-1.006062099555733,1.471052330728358,-0.49715939996198694
874.5134920940703,111.0,2.8,170.49803381170605,2.0,0.18950368264814915,0.9848655229557438,0.7557429008687929,-0.044716238240568425,-0.24567975793095356,1.9587710882570155,-0.964970251213203
840.8112952948553,111.0,2.8,407.38896643454007,2.0,-0.8208876714445164,0.5437584643446431,3.7166124103029947,-0.7999709589555274,1.4050735242241756,-1.6338519868629415,-0.7658831077949989
1375.3663943004012,111.0,2.8,277.7784532967653,2.0,1.5754442147994405,1.5920108888491695,2.095919750323488,0.6144913747696269,-2.078451132749082,0.6240581359861772,0.642360792412516
848.2789654635287,111.0,2.8,271.440614502682,2.0,-0.2824188107481725,0.6450774527694416,2.018245992512845,-0.371429081577706,0.5186600956706108,0.7383710716660211,-0.8693101789411135
1374.0035585171377,111.0,2.8,225.93270793394737,2.0,1.7661896689772947,1.6108532822160617,1.4491962045611266,0.7733590940583718,-2.3963620687836595,1.4701016344144735,-0.028046990743325707
913.9080071846477,111.0,2.8,442.18029240040045,2.0,-0.6895166167192115,1.4687656854411644,4.15234446962839,-0.8725929007714741,1.2568349973938344,-1.925062596446433,-0.2571046672789418
1428.1551331970695,111.0,2.8,274.794771929742,2.0,1.7763490597180742,0.9509334208383117,2.0593274157423354,0.8172040370404983,-2.361433667038062,0.6777207483916068,0.751814637867732
1449.3374181890372,111.0,2.8,385.56200442410216,2.0,1.4345164591132316,0.6774438455672667,3.4447342811584343,0.5550267245253332,-1.776841919484487,-1.3527034779724767,2.4147613143949673
1401.2793667794122,111.0,2.8,262.7208710169282,2.0,1.7237428413945266,1.286274527116941,1.908958865210462,0.7541178413891637,-2.3028370345434928,0.8970269044165682,0.5144413464561359
